player_id,Unnamed: 0,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,clearance_aerial_won,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_overrun,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_lost_out,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_success_in_play,goalkeeper_success_out,injury_stoppage_in_chain,miscontrol_aerial_won,obv_against_after,obv_against_before,obv_against_net,obv_for_after,obv_for_before,obv_for_net,obv_total_net,off_camera,out,pass_aerial_won,pass_angle,pass_cross,pass_cut_back,pass_deflected,pass_goal_assist,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outswinging,pass_pass_cluster_id,pass_pass_cluster_probability,pass_pass_success_probability,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_through_ball,pass_xclaim,player_off_permanent,shot_aerial_won,shot_deflected,shot_first_time,shot_follows_dribble,shot_gk_positioning_xg_suppression,shot_gk_save_difficulty_xg,shot_gk_shot_stopping_xg_suppression,shot_one_on_one,shot_open_goal,shot_redirect,shot_saved_off_target,shot_saved_to_post,shot_shot_execution_xg,shot_shot_execution_xg_uplift,shot_shot_goal_assist,shot_shot_shot_assist,shot_statsbomb_xg,substitution_outcome_id,substitution_replacement_id,under_pressure,x,y,z,pass_backheel,minutes,player_name
27174,79807702.98606905,0.018170805572380377,0.3815869170199879,0.07268322228952151,0.018170805572380377,0.036341611144760755,0.726832222895215,1.6353725015142337,0.34524530587522717,0.10902483343428225,0.9448818897637795,3.016353725015142,,,0.036341611144760755,219.578158691702,0.10902483343428225,0.018170805572380377,,0.09085402786190187,0.3089036947304664,,,,,,,,0.036341611144760755,,1.354112538608722,1.3947274969242884,-0.038177888345851,1.8154565877819504,1.7230629860969109,0.0952802792525742,0.13345816760751059,2.961841308298001,2.4894003634161113,0.7813446396123561,-37.85494172016959,0.2543912780133253,,0.036341611144760755,0.018170805572380377,,1299.0010902483343,,0.018170805572380377,,1551.350696547547,46.21981763477044,51.49645088975651,2961001.0175651126,0.4179285281647487,,1.7989097516656571,0.10902483343428225,0.04941743184427922,,0.07268322228952151,,0.1635372501514234,0.018170805572380377,0.006058998476075105,0.018900884127801332,0.018900884127801332,0.018170805572380377,,,,,0.024365171731072076,-0.012371701337371291,,,0.036736873068443365,3.743185947910357,1851.4052089642641,28.01938219261054,8288.16414294367,10138.989703210176,0.40557238037553,,4953,Willer Emilio Ditta Pérez
29597,71133761.70118995,,0.3371529308065227,0.059497576024680476,0.059497576024680476,,0.8924636403702071,2.6773909211106215,0.45614808285588365,,1.4081092992507713,3.4508594094314673,,0.059497576024680476,0.03966505068312032,172.29956610621414,0.17849272807404143,,0.01983252534156016,0.11899515204936095,0.5553107095636844,0.01983252534156016,,,,,,,0.059497576024680476,0.01983252534156016,1.2337769013437638,1.335482631148744,-0.09695501552181578,1.3919590228882768,1.3340023457684003,0.06248755915623622,0.15944257465623626,2.637725870427501,2.8757161745262225,1.0511238431026884,-17.995675597179375,0.17849272807404143,,,,,1292.6786469810488,,0.03966505068312032,,1290.5024239753195,36.761388206713754,37.38065365883297,5443452.825033054,0.2379903040987219,,2.1617452622300575,0.2379903040987219,0.020647014222978405,,0.2776553547818422,,0.059497576024680476,0.01983252534156016,0.008116969379021595,0.036927525526223005,0.017095000184662847,0.01983252534156016,,,,,0.027725932358527987,-0.021073935018510355,,,0.048799867379021596,4.065667695019832,8633.851917144117,22.133098281181137,5912.55575143235,8254.461657117674,1.0753195240193918,,4538,Jaine Stiven Barreiro Solis
29078,85254151.86372745,0.04008016032064128,0.501002004008016,0.1402805611222445,0.02004008016032064,,0.2605210420841684,0.8817635270541081,0.2605210420841684,,0.561122244488978,7.074148296593187,,0.04008016032064128,0.02004008016032064,154.47306613226453,0.2004008016032064,,0.02004008016032064,0.18036072144288576,0.280561122244489,,,,,,,,0.1002004008016032,0.06012024048096193,1.1220300085230461,1.1620066885911824,-0.036938696937875756,1.8547920627054109,1.7835098327294592,0.07454833840881764,0.11148703531462928,1.6833667334669338,1.6633266533066133,1.0220440881763528,-1.596607234468938,0.06012024048096193,,0.08016032064128256,0.02004008016032064,,1001.5024048096193,,0.04008016032064128,,1374.9298597194388,38.90044677877355,42.77458852991382,4889287.935871744,0.561122244488978,,1.402805611222445,0.12024048096192386,0.0061481240401002,,0.1002004008016032,,0.18036072144288576,0.02004008016032064,0.0114329242244489,0.06911944673747494,0.029039286416833666,,,,,,0.07304696858116232,0.011822333044088175,,,0.06122463553507015,14.428857715430862,22948.31663326653,36.95390781563126,9613.208416833668,6615.525050100201,0.574749498997996,,4491,José Luis Caicedo Barrera
43622,85856627.11205928,,0.48506624747361327,0.06063328093420166,0.020211093644733887,0.020211093644733887,0.20211093644733888,0.7882326521446216,0.36379968560521,,0.4648551538288794,4.587918257354592,,0.040422187289467774,0.040422187289467774,213.72156299124188,0.08084437457893555,,,0.24253312373680663,0.3840107792499438,,,,,,,,,,1.3656660432483718,1.385731023898046,-0.014087617433640247,1.9229867931161015,1.837226149055693,0.08885482611093645,0.10294244366786436,2.6274421738154055,1.8392095216707838,0.3031664046710083,-9.147538477430945,0.36379968560521,0.020211093644733887,,,,1280.9793173141704,,0.06063328093420166,,1591.765102178307,45.05072021794251,51.689797747059735,2430334.0893779476,0.5052773411183471,,1.7179429598023803,0.06063328093420166,0.022451507098585226,,,,0.12126656186840332,0.020211093644733887,-0.0007035140878059736,0.018037344205479453,-0.0021737494392544358,,,,,,0.011830104521446215,-0.0030473893386481032,,,0.014877493862115426,14.572198517853131,13522.919380193129,29.932629687850888,9098.547271502359,8203.464630586122,0.15158320233550415,,4453,Erik Antonio Lira Méndez
359504,66044944.756097555,0.02032520325203252,0.2032520325203252,0.02032520325203252,,0.06097560975609756,0.975609756097561,2.4593495934959346,1.5040650406504064,,0.7317073170731708,2.8658536585365852,,,,157.93416666666667,0.06097560975609756,,,0.1016260162601626,0.22357723577235772,,,,,,,,,0.02032520325203252,1.1883592522804878,1.3122283171666667,-0.11587706319308942,1.3256418009451219,1.3148438045447155,0.012223751335365855,0.12810081458130082,1.9715447154471544,2.74390243902439,0.9552845528455285,12.98297837398374,0.04065040650406504,,0.06097560975609756,,,1091.4747967479675,0.02032520325203252,,,1418.191056910569,37.38374479205488,41.13662946125813,3097411.199186992,0.08130081300813008,,1.1991869918699187,0.02032520325203252,0.002161476930589431,,0.26422764227642276,,0.1016260162601626,0.04065040650406504,0.022547993189024392,0.03049566630284553,0.010170463050813008,,,,,,0.03205230726626016,-0.008512129233739838,0.02032520325203252,0.02032520325203252,0.040564436495934955,4.1869918699187,9955.833333333332,22.90650406504065,5550.3963414634145,4364.371951219513,0.8341463414634146,,4428,Eduardo Águila Castro
33126,69164531.51913063,0.020375820692777904,0.24450984831333483,0.12225492415666742,0.04075164138555581,0.04075164138555581,0.6112746207833372,1.5689381933438986,0.32601313108444646,,0.8965361104822277,2.587729227982794,,,,177.42995698437855,0.10187910346388951,,0.020375820692777904,0.10187910346388951,0.16300656554222323,,,,,,,,,0.04075164138555581,1.1991946819024226,1.3140227889393254,-0.11141260292913745,1.7114893966864386,1.5982843796916457,0.11593607495766359,0.22734867801720623,1.6708172968077881,1.9764546071994566,0.8557844690966719,-31.5226789200815,0.3667647724700023,0.020375820692777904,,0.020375820692777904,,1337.1426533846504,,0.04075164138555581,,1418.8295223002037,40.34912598396106,43.83933233590107,2425530.971247453,0.3056373103916686,,4.095539959248359,0.12225492415666742,0.025027186952200593,,0.20375820692777902,,0.24450984831333483,,0.024610289104143084,0.07409811456350464,0.012970652485170932,0.06112746207833371,,,,0.020375820692777904,0.07553504617477927,-0.012666061157346614,,0.06112746207833371,0.08820110733823862,8.374462304731718,2643.4570975775414,23.65632782431515,7692.905365632782,9155.17206248585,0.936880235453928,,4417,Israel Reyes Romero
27153,79223194.52830188,,0.3887247101614003,0.06137758581495795,0.020459195271652648,,0.47056149124801094,1.2480109115708116,0.20459195271652647,0.020459195271652648,0.4910206865196636,4.992043646283246,,0.06137758581495795,0.06137758581495795,164.5944919299841,0.06137758581495795,,0.020459195271652648,0.14321436690156852,0.32734712434644236,,,,,,,,0.06137758581495795,,1.206902500502387,1.2504608306044556,-0.04078757522209593,2.0945965186892477,1.837164478623778,0.2626246814423733,0.3034122566787906,2.7210729711298023,3.0688792907478972,0.5319390770629688,-59.62002757672198,2.618776994771539,0.2455103432598318,0.06137758581495795,0.020459195271652648,,1125.006546942487,,0.020459195271652648,,1476.0286428733802,41.83681239280496,46.56043593261059,2194903.223459877,0.8592862014094111,,0.9411229824960219,0.040918390543305296,0.15350089834812888,,,0.020459195271652648,0.020459195271652648,0.020459195271652648,-0.00036613921936803814,0.002711737704250966,0.002711737704250966,0.020459195271652648,,,,,0.001469489110706979,-0.0033327245408047287,,,0.004802213649465788,18.965674016822007,10787.601727665378,26.371902705160263,10983.336894748805,12384.149352125482,0.039690838827006136,,4399,Javier Ignacio Aquino Carmona
33097,62137336.63636364,0.02097902097902098,0.16783216783216784,0.02097902097902098,,,0.3146853146853147,0.8811188811188811,0.6083916083916084,0.02097902097902098,0.39860139860139865,3.2307692307692304,,0.04195804195804196,0.08391608391608392,136.05488051748253,0.1258741258741259,0.02097902097902098,0.02097902097902098,0.02097902097902098,0.2097902097902098,,,,,,,,0.02097902097902098,,0.9444020172965034,0.9882738018272728,-0.0388048406979021,1.4432397403594408,1.3402595771433565,0.10735332268111888,0.1461581633979021,2.1188811188811187,2.622377622377622,0.46153846153846156,45.57334535664336,2.2237762237762237,0.1258741258741259,0.02097902097902098,0.06293706293706294,0.04195804195804196,875.3272027972027,0.02097902097902098,0.02097902097902098,0.02097902097902098,1011.1678321678322,30.17962438801888,33.05693881914546,4153052.853146853,0.46153846153846156,,0.9650349650349651,,0.04655262023682168,,,0.02097902097902098,0.14685314685314685,,0.000566776583916084,0.01683543082027972,-0.004143590158741259,0.02097902097902098,,,,0.02097902097902098,0.02177829914895105,0.003195628569230769,,,0.018582670586013986,10.783216783216783,2727.5664335664333,21.545454545454543,7843.537762237762,1450.2545454545455,0.08244755244755245,,4290,Salvador Reyes Chávez
26774,81858118.3391731,,0.5045550105115627,0.04204625087596356,0.04204625087596356,,0.4625087596355992,1.1772950245269798,0.14716187806587247,,0.6937631394533987,6.8745620182200415,,0.06306937631394534,0.12613875262789068,146.9094533987386,0.29432375613174494,0.04204625087596356,0.02102312543798178,0.12613875262789068,0.3573931324456902,,,,,,,,0.08409250175192712,0.04204625087596356,1.0843744650441487,1.1608574103111424,-0.07060522917729503,1.6253720817477224,1.555898784868255,0.07587178138822705,0.14647701056552206,2.417659425367905,1.4295725297827608,0.8829712683952348,1.6561577785564119,0.25227750525578135,0.02102312543798178,0.06306937631394534,0.02102312543798178,,903.3435178696567,,0.04204625087596356,,1275.3048353188508,34.96930647212964,40.19067525385564,4917533.482831114,0.4414856341976174,,1.3034337771548703,0.1051156271899089,0.016978223024638403,,0.29432375613174494,,0.1051156271899089,,0.028818628782761035,0.0768360636370007,-0.007256438114926421,,,,,,0.061057676943237556,0.009296919807288017,,,0.05176075713805185,4.330763840224247,1513.1184302733006,32.669936930623685,8585.920112123335,6560.432375613175,1.2163980378416257,,4281,Rodrigo Dourado Cunha
29051,82507017.13281798,,0.2740688685874912,0.0421644413211525,0.0421644413211525,0.06324666198172874,0.4005621925509487,1.0962754743499648,0.25298664792691494,,0.8011243851018974,7.58959943780745,,,,154.1615038650738,0.1897399859451862,0.0421644413211525,,0.2319044272663387,0.42164441321152496,,,,,,,,0.06324666198172874,,1.1913168299536192,1.289625515125088,-0.0950152509465917,1.9235792454750527,1.8602526909971888,0.0689753716338721,0.16399062263949404,1.9817287420941674,2.213633169360506,0.8643710470836261,6.535229198875615,0.084328882642305,,0.0421644413211525,,,1213.0163738580463,,,,1529.3042867182012,44.15859510552565,48.50398094415601,2486696.5003513703,0.6324666198172874,,2.2347153900210825,0.21082220660576248,0.0035254654251651437,,0.06324666198172874,,0.2319044272663387,0.02108222066057625,0.011018776368236123,0.012826500992972592,-0.008255719667603655,0.02108222066057625,,,,,0.01570677674420239,-0.011594155994378073,,0.0421644413211525,0.027300932749121574,30.37947997189037,24091.222768798314,31.58116654954322,10019.011243851019,6929.380182712579,0.5266338721011947,,4269,Jorge Agustín Rodríguez
