player_id,player_name,team_name,matches,minutes,primary_position,primary_position_share,Score_Finalizacion,Score_Presionante,Score_Conector,Score_Disruptivo,Score_Overall,Flag_Finalizacion,Flag_Presionante,Flag_Conector,Flag_Disruptivo,Flags
327343,Armando GonzÃ¡lez Alba,Guadalajara,14.0,1146.0,Center Forward,0.5846422338568935,89.3609022556391,58.29081632653062,56.60714285714286,79.46428571428571,75.59129967776585,True,False,False,True,Killer | Disruptivo
26353,Ãngel Baltazar SepÃºlveda SÃ¡nchez,Cruz Azul,10.0,736.0,Center Forward,0.5815217391304348,86.80451127819549,73.08673469387755,72.32142857142857,55.535714285714285,73.99476369495167,True,True,True,False,Killer | Presionante | Falso 9
18784,JoÃ£o Paulo Dias Fernandes,Toluca,18.0,1488.0,Center Forward,0.7627688172043011,83.45864661654136,27.43506493506494,53.21428571428571,63.392857142857146,65.27875085440876,True,False,False,True,Killer | Disruptivo
87434,Robert Osmar Morales BenÃ­tez,Toluca,7.0,545.0,Center Forward,0.3944954128440367,49.436090225563916,90.74675324675324,56.78571428571428,78.03571428571428,62.55446855775803,False,True,False,True,Presionante | Disruptivo
20041,AndrÃ©-Pierre Gignac,Tigres UANL,9.0,613.0,Center Forward,0.6867862969004894,56.616541353383454,60.55194805194806,74.64285714285715,52.50000000000001,60.487525632262475,False,False,True,False,Falso 9
241323,Gilberto Rafael Mora Zambrano,Tijuana,13.0,1044.0,Left Center Forward,0.3122605363984674,31.390977443609025,40.74675324675326,88.21428571428572,80.71428571428571,58.8632091592618,False,False,True,True,Falso 9 | Disruptivo
28764,GermÃ¡n Berterame,Monterrey,21.0,1916.0,Center Forward,0.7588726513569938,55.03759398496241,22.564935064935064,60.357142857142854,74.82142857142858,58.06617395762133,False,False,True,True,Falso 9 | Disruptivo
45151,Bruno Barticciotto Di Bartolo,Santos Laguna,7.0,492.0,Center Forward,0.7113821138211383,56.8796992481203,67.37012987012986,54.46428571428572,57.85714285714286,57.569249829118256,False,True,False,False,Presionante
43718,JesÃºs Alberto Ocejo Zazueta,Santos Laguna,7.0,511.0,Center Forward,0.8767123287671232,66.2406015037594,69.96753246753246,54.28571428571429,39.464285714285715,56.930493848257,True,True,False,False,Killer | Presionante
275441,Rodrigo LÃ³pez QuiÃ±ones,Pumas UNAM,9.0,650.0,Right Center Forward,0.3923076923076923,17.368421052631582,45.292207792207805,88.74999999999999,88.57142857142857,55.80694634313055,False,False,True,True,Falso 9 | Disruptivo
276020,JosÃ© RaÃºl ZÃºÃ±iga Murillo,AmÃ©rica,7.0,508.0,Center Forward,0.6594488188976378,61.31578947368422,74.83766233766234,48.75,39.285714285714285,54.019010594668494,False,True,False,False,Presionante
78108,Ali  Ãvila Vega,QuerÃ©taro,8.0,564.0,Center Forward,0.8368794326241135,65.67669172932331,38.7987012987013,41.25000000000001,51.25,53.275546821599455,True,False,False,False,Killer
20989,Oscar Eduardo EstupiÃ±Ã¡n Vallesilla,JuÃ¡rez,17.0,1345.0,Center Forward,0.7836431226765799,54.51127819548872,38.474025974025984,43.57142857142857,64.28571428571429,52.616199589883806,False,False,False,True,Disruptivo
30294,Gabriel MatÃ­as FernÃ¡ndez Leites,Cruz Azul,12.0,1047.0,Center Forward,0.9255014326647564,67.4436090225564,61.201298701298704,41.78571428571429,35.17857142857142,52.338644907723854,True,False,False,False,Killer
43707,Ricardo MarÃ­n SÃ¡nchez,Puebla,10.0,761.0,Center Forward,0.6885676741130092,43.0827067669173,74.18831168831169,49.64285714285714,55.00000000000001,50.812628161312375,False,True,False,False,Presionante
37999,Rodrigo SebastiÃ¡n Aguirre Soto,AmÃ©rica,11.0,792.0,Center Forward,0.9065656565656566,53.609022556390975,75.16233766233766,32.67857142857143,50.17857142857143,49.67412850307588,False,True,False,False,Presionante
75305,Guillermo MartÃ­nez Ayala,Pumas UNAM,10.0,839.0,Center Forward,0.8224076281287247,64.43609022556392,31.65584415584416,30.357142857142858,48.392857142857146,48.62752050580998,True,False,False,False,Killer
89887,Diber Armando Cambindo Abonia,Necaxa,13.0,1105.0,Center Forward,0.4760180995475113,59.51127819548871,38.47402597402598,49.82142857142857,28.035714285714285,47.11619958988379,False,False,False,False,Balanceados
28559,Enner Remberto Valencia Lastra,Pachuca,10.0,747.0,Center Forward,1.0,31.165413533834585,45.94155844155844,58.035714285714285,62.142857142857146,47.10496411483253,False,False,False,False,Balanceados
28480,TomÃ¡s Oscar Badaloni,Necaxa,11.0,914.0,Right Center Forward,0.5164113785557987,44.962406015037594,65.74675324675324,53.92857142857144,34.642857142857146,46.70249487354751,False,False,False,False,Balanceados
35539,JosÃ© Alfonso Alvarado PÃ©rez,"LeÃ³n, Monterrey",12.0,876.0,Center Forward,0.4531963470319635,28.195488721804512,51.46103896103895,63.57142857142857,54.64285714285714,45.977870813397125,False,False,True,False,Falso 9
