player_id,player_name,team_name,matches,minutes,primary_position,primary_position_share,Score_CompromisoDef,Score_Desequilibrio,Score_Finalizacion,Score_ZonaInfluencia,Score_Overall,Flag_CompromisoDef,Flag_Desequilibrio,Flag_Finalizacion,Flag_ZonaInfluencia,Flags,lane_bias_index,lane_influence_side,Lane_Profile
8863,Leonardo Gabriel SuÃ¡rez,Pumas UNAM,12.0,790.0,Right Wing,0.6822784810126582,37.33031674208145,72.14943486745813,39.61538461538462,70.57692307692308,55.18951939818048,False,True,False,True,Desequilibrio | Zona Influencia,-0.9999999965798476,Exterior,Exterior (Marcado)
6673,Sergio Canales Madrazo,Monterrey,38.0,3532.0,Right Wing,0.3972253680634202,25.45248868778281,63.49812977719955,65.38461538461539,53.75,54.992727774961025,False,False,False,False,Balanceados,-0.9999999867760212,Exterior,Exterior (Marcado)
22915,Diego Lainez Leyva,Tigres UANL,23.0,1896.0,Right Wing,0.4804852320675105,40.83710407239819,67.03427386566922,39.51923076923077,72.21153846153845,54.316916667463865,False,True,False,True,Desequilibrio | Zona Influencia,-0.766477156769769,Exterior,Exterior (Marcado)
241323,Gilberto Rafael Mora Zambrano,Tijuana,12.0,970.0,Left Midfield,0.3814432989690721,78.61990950226246,64.51862091396976,46.730769230769226,10.0,53.824729989572674,True,True,False,False,Compromiso Def | Desequilibrio,-0.9999999928375952,Exterior,Exterior (Marcado)
133777,Diego Luis GonzÃ¡lez AlcarÃ¡z,Atlas,7.0,561.0,Right Wing,0.3155080213903743,66.1764705882353,58.499857700439094,28.653846153846153,75.67307692307692,53.657359697416126,False,False,False,True,Zona Influencia,-0.9999999943506144,Exterior,Exterior (Marcado)
26375,Roberto Carlos Alvarado HernÃ¡ndez,Guadalajara,30.0,2505.0,Right Wing,0.3425149700598802,28.393665158371046,54.39604000650512,73.75,43.5576923076923,53.37600088010485,False,False,True,False,Finalización,-0.9999999919571814,Exterior,Exterior (Marcado)
406131,Owen de JesÃºs GonzÃ¡lez Ojeda,Pachuca,15.0,951.0,Right Wing,1.0,57.579185520361996,57.046369328346074,50.28846153846154,44.80769230769231,53.289758676685835,False,False,False,False,Balanceados,-0.9999999881914337,Exterior,Exterior (Marcado)
31985,Jonathan Ozziel Herrera Morales,Tigres UANL,15.0,1122.0,Left Wing,0.4928698752228164,72.05882352941177,53.56917791510814,59.51923076923078,13.942307692307692,53.10809236078559,True,False,False,False,Compromiso Def,-0.999999992369484,Exterior,Exterior (Marcado)
399870,Miguel Emilio Rodriguez MacÃ­as,Pachuca,7.0,451.0,Right Midfield,0.6696230598669624,41.289592760181,55.9082483781279,38.75000000000001,87.88461538461539,52.63349779207327,False,False,False,True,Zona Influencia,-0.2837913129770548,Exterior,Exterior (Moderado)
44500,Diego Manuel HernÃ¡ndez GonzÃ¡lez,LeÃ³n,8.0,678.0,Left Wing,0.5,47.05882352941177,63.755285412262154,23.46153846153846,91.34615384615384,52.46649921555872,False,True,False,True,Desequilibrio | Zona Influencia,-0.6787415788055825,Exterior,Exterior (Marcado)
50763,IsaÃ­as Violante Romero,Toluca,15.0,1157.0,Right Wing,0.3820224719101123,39.140271493212666,42.88248089120182,76.15384615384615,44.42307692307691,52.34653799517855,False,False,True,False,Finalización,0.9999999860707464,Interior,Interior (Marcado)
42481,Madson de Souza Silva,JuÃ¡rez,11.0,881.0,Right Midfield,0.3961407491486947,29.41176470588236,43.357151569360866,79.32692307692307,47.30769230769231,51.95158675968354,False,False,True,False,Finalización,-0.9999999850736864,Exterior,Exterior (Marcado)
27887,Bryan Eduardo Garnica CortÃ©z,"Necaxa, Puebla",12.0,994.0,Right Wing,0.6901408450704225,57.579185520361996,54.77293790546803,34.13461538461539,64.71153846153845,50.63348075560159,False,False,False,False,Balanceados,-0.7560673969081875,Exterior,Exterior (Marcado)
31011,Diego Luis Valoyes RuÃ­z,JuÃ¡rez,7.0,526.0,Right Wing,0.7452471482889734,43.09954751131222,42.80675719629208,68.17307692307692,37.69230769230769,49.7080437517339,False,False,False,False,Balanceados,0.9999999787540874,Interior,Interior (Marcado)
276101,Juan Pablo DomÃ­nguez Chonteco,Toluca,18.0,1309.0,Right Wing,0.4881588999236058,66.289592760181,45.84942673605464,52.21153846153847,29.71153846153846,49.42541021734763,True,False,False,False,Compromiso Def,-0.9999999598246462,Exterior,Exterior (Marcado)
3772,John Stiven Mendoza Valencia,LeÃ³n,26.0,2359.0,Left Wing,0.5125052988554473,34.50226244343892,43.84351114002277,69.03846153846155,40.0,48.95721984923422,False,False,True,False,Finalización,-0.5489136814728801,Exterior,Exterior (Marcado)
45685,SÃ©bastien Antoine Luc Salles Lamonge,AtlÃ©tico San Luis,33.0,2695.0,Left Wing,0.2166975881261595,24.886877828054303,48.30663522523987,64.03846153846153,47.403846153846146,48.20681327906019,False,False,False,False,Balanceados,-0.8641044418902456,Exterior,Exterior (Marcado)
15822,JavairÃ´ Dilrosun,AmÃ©rica,11.0,828.0,Right Wing,0.6811594202898551,42.760180995475125,54.86816962107659,28.75,71.44230769230768,47.09724172031798,False,False,False,True,Zona Influencia,0.0218544363919949,Interior,Interior (Mixto)
4345,Lucas Ariel Ocampos,Monterrey,19.0,1488.0,Left Wing,0.6512096774193549,66.28959276018101,45.00426898682712,48.94230769230769,17.692307692307693,46.345951158964155,True,False,False,False,Compromiso Def,-0.9999999892448086,Exterior,Exterior (Marcado)
43489,Jordan Carrillo RodrÃ­guez,Santos Laguna,14.0,1121.0,Right Midfield,0.2363960749330954,64.9321266968326,58.4569045412419,14.230769230769232,53.36538461538461,45.72038039033964,False,False,False,False,Balanceados,-0.9999999912446572,Exterior,Exterior (Marcado)
123690,Vitor Samuel Ferreira Arantes,AtlÃ©tico San Luis,22.0,1873.0,Right Wing,0.4634276561665776,57.3529411764706,27.81448202959831,59.8076923076923,28.269230769230766,43.38834925334584,False,False,False,False,Balanceados,0.999999960829702,Interior,Interior (Marcado)
37877,Ricardo SaÃºl Monreal Morales,Necaxa,14.0,951.0,Left Wing,0.2765509989484753,72.17194570135749,25.66525044722719,57.11538461538462,9.134615384615385,41.92203448910871,True,False,False,False,Compromiso Def,-0.9203503703560282,Exterior,Exterior (Marcado)
43554,IvÃ¡n Jared Moreno FÃ¼guemann,LeÃ³n,15.0,1218.0,Right Wing,0.3423645320197044,37.10407239819005,20.32800048788421,68.46153846153847,39.42307692307692,40.987537727320564,False,False,True,False,Finalización,-0.5072514893591656,Exterior,Exterior (Marcado)
5628,JosÃ© Luis RodrÃ­guez Francis,JuÃ¡rez,23.0,2055.0,Right Wing,0.3844282238442822,24.5475113122172,49.731155472434544,22.788461538461537,69.90384615384615,39.63752206241091,False,False,False,False,Balanceados,-0.4606145574250033,Exterior,Exterior (Marcado)
136585,Alberto Herrera RodrÃ­guez,Puebla,12.0,721.0,Left Wing,0.5644937586685159,57.126696832579206,36.53846153846154,12.21153846153846,56.34615384615385,36.329185520361996,False,False,False,False,Balanceados,-0.4220529797551461,Exterior,Exterior (Marcado)
37878,Diego Javier Medina VÃ¡zquez,Santos Laguna,7.0,492.0,Right Wing,0.5,43.21266968325792,38.716404077849866,15.673076923076923,61.05769230769231,36.05385228697596,False,False,False,False,Balanceados,-0.9999999960862376,Exterior,Exterior (Marcado)
26796,Pablo Edson Barrera Acosta,QuerÃ©taro,24.0,2003.0,Right Midfield,0.4328507239141288,24.4343891402715,37.28350138233859,41.05769230769231,31.538461538461537,34.98418023494973,False,False,False,False,Balanceados,-0.9999999889444576,Exterior,Exterior (Marcado)
28418,Ãan Jairo Misael Torres RamÃ­rez,JuÃ¡rez,29.0,2606.0,Right Wing,0.2114351496546431,42.30769230769232,27.776366075784683,41.346153846153854,21.442307692307686,33.80345889575541,False,False,False,False,Balanceados,-0.9999999618407616,Exterior,Exterior (Marcado)
26273,Rodolfo Gilbert Pizarro Thomas,MazatlÃ¡n,16.0,1289.0,Left Wing,0.4670287044220326,53.619909502262445,36.0518999073216,22.884615384615387,22.692307692307693,33.61137763724582,False,False,False,False,Balanceados,-0.9999999657704596,Exterior,Exterior (Marcado)
10846,Jhon Eduard Murillo RomaÃ±a,"Atlas, AtlÃ©tico San Luis",18.0,1504.0,Right Wing,0.3982712765957447,29.52488687782806,26.06216457960644,52.69230769230769,13.75,32.896927286120174,False,False,False,False,Balanceados,-0.9999999841496828,Exterior,Exterior (Marcado)
44747,Adonis Stalin Preciado Quintero,QuerÃ©taro,14.0,1265.0,Left Wing,0.4268774703557312,25.90497737556561,28.412140185395998,42.59615384615385,32.69230769230769,32.80793684769403,False,False,False,False,Balanceados,0.9999999581162812,Interior,Interior (Marcado)
51767,Ramiro Sordo,Santos Laguna,24.0,1950.0,Left Wing,0.5035897435897436,23.416289592760187,33.932346723044404,24.230769230769234,45.19230769230769,30.607656194694503,False,False,False,False,Balanceados,-0.3604066372192858,Exterior,Exterior (Marcado)
35719,CristiÃ¡n AndrÃ©s DÃ¡jome Arboleda,Santos Laguna,9.0,609.0,Right Wing,0.5336617405582923,45.58823529411765,17.655236329935125,17.403846153846157,14.903846153846152,22.753710543531593,False,False,False,False,Balanceados,-0.9999999773383694,Exterior,Exterior (Marcado)
