player_name,team_name,minutes,matches,Score_Overall,Score_AccionDefensiva,Score_ControlDefensivo,Score_Progresion,Score_ImpactoOfensivo,Flags
Victor Andrés Guzmán Olmedo,Monterrey,794.0,9.0,48.1587290088449,42.03934447342155,34.6938775510204,81.51260504201679,57.34126984126983,Progresión
Kevin Alexander Balanta Lucumí,Santos Laguna,1467.0,16.0,47.15049238086039,79.66772916062978,39.002267573696145,21.130952380952383,54.563492063492056,Acción Def
Jaine Stiven Barreiro Solis,León,1440.0,15.0,45.86564510861816,41.058952316558816,44.897959183673464,54.66269841269842,44.64285714285714,Balanceado
Robson Alves de Barros,Atlético San Luis,966.0,10.0,43.622247749674585,60.05988602337487,45.35147392290249,17.086834733893557,47.81746031746032,Balanceado
José Castillo Pérez,Guadalajara,1265.0,15.0,43.56415784704686,18.13644998229177,51.927437641723344,59.06746031746032,38.492063492063494,Balanceado
Paul Bellón Saracho,León,638.0,7.0,43.48402579422574,81.53514279274928,22.902494331065757,38.37535014005602,51.19047619047618,Acción Def
Ángel Amhed Azuaje García,Pumas UNAM,753.0,8.0,43.06065759637188,62.22222222222222,26.757369614512466,55.7936507936508,43.055555555555564,Balanceado
Jackson Gabriel Porozo Vernaza,Tijuana,1838.0,19.0,42.91179690266912,60.059886023374865,39.68253968253968,22.023809523809522,56.34920634920635,Balanceado
Ángel Alberto Leyva Serrano,Mazatlán,535.0,6.0,42.05161949837406,62.30078238191828,34.92063492063492,29.50513538748832,48.61111111111111,Balanceado
Lucas Gabriel Merolla,Mazatlán,776.0,10.0,41.81852626107914,44.186870150359,35.600907029478456,45.28478057889822,56.944444444444436,Balanceado
Diego Antonio Reyes Rosales,Querétaro,913.0,10.0,41.597771292425016,87.79097846034965,20.181405895691608,22.782446311858077,60.11904761904761,Acción Def | Ofensivo
Efraín Orona Zavala,Puebla,678.0,8.0,41.50320013062696,55.95157603271193,24.716553287981853,57.36111111111111,49.20634920634921,Balanceado
José Juan García Manríquez,Juárez,1168.0,13.0,41.41703233017345,51.4697833156251,37.18820861678004,42.110177404295044,33.92857142857143,Balanceado
Juan José Sánchez Purata,"Cruz Azul, Tigres UANL",898.0,9.0,41.29248251024547,69.07015679835153,17.233560090702944,52.38095238095237,57.93650793650794,Acción Def
Santiago Damián Homenchenko Bianchi,Querétaro,1207.0,13.0,41.24242915557028,33.72935381048972,35.600907029478456,50.31746031746032,67.26190476190476,Ofensivo
Agustín Oliveros Cano,Necaxa,659.0,7.0,40.73866213151928,10.952380952380954,45.124716553287975,64.46428571428571,48.01587301587301,Balanceado
Óscar Haret Ortega Gatica,Santos Laguna,1108.0,12.0,40.478023393265346,48.855404230657776,36.05442176870748,29.74206349206349,60.91269841269841,Ofensivo
Joaquim Henrique Pereira Silva,Tigres UANL,1360.0,15.0,39.77704300110849,45.7274863968576,26.530612244897956,50.980392156862735,62.103174603174594,Ofensivo
Jorge Ernesto Berlanga Vázquez,Pachuca,453.0,5.0,39.652659914540514,24.298914968286166,48.97959183673468,35.7609710550887,43.84920634920635,Balanceado
Gaddi Axel Aguirre Ledesma,Atlas,1565.0,16.0,38.943220966547536,43.86812196142825,38.09523809523809,28.075396825396822,52.182539682539684,Balanceado
Adrián Mora Barraza,Atlas,1323.0,14.0,38.310222939750616,38.537943913197466,36.28117913832199,39.32539682539682,44.84126984126984,Balanceado
Eduardo Ramsés Navarro Agramont,Puebla,479.0,7.0,33.121547469562536,24.999195080330985,46.93877551020408,16.246498599439775,24.999999999999996,Balanceado
Valentín Gauthier Pereira Brasil,León,480.0,5.0,32.847604559065,38.67799993560642,28.571428571428562,25.116713352007466,52.97619047619048,Balanceado
Alexis Francisco Peña López,Necaxa,1134.0,13.0,31.312823980166776,43.67333140152613,25.396825396825392,28.758169934640524,32.14285714285714,Balanceado
Facundo Ezequiel Almada,Mazatlán,1680.0,17.0,29.662698412698408,41.904761904761905,14.285714285714283,36.507936507936506,54.563492063492056,Balanceado
Juan Pedro Ramírez López,Atlético San Luis,992.0,12.0,28.53621333590907,23.878746901059273,28.571428571428566,34.360410830999065,28.373015873015873,Balanceado
Matheus Dória Macedo,Atlas,1167.0,12.0,26.72003686532084,59.12617920731511,9.523809523809524,20.40674603174603,35.71428571428571,Balanceado
Carlos Octavio Villanueva López,Querétaro,491.0,5.0,23.807821979366455,17.529540551852925,26.303854875283438,19.887955182072826,36.11111111111111,Balanceado
