player_id,player_name,team_name,matches,minutes,primary_position,primary_position_share,Score_Profundidad,Score_Calidad,Score_Presion,Score_Def_Exec,Score_Def_OBV,Score_Defensivo,Score_Overall,Flag_Profundos,Flag_Tecnicos,Flag_Presionantes,Flag_Protectores,Flags
298594,Carlos AdriÃ¡n SÃ¡nchez Nava,Pachuca,11.0,848.0,Right Back,1.0,95.0,87.38461538461539,75.23076923076923,64.62903109961934,84.0,72.3774186597716,84.23702219349279,True,True,True,True,Profundos | Técnicos | Presionantes | Protectores
189420,Johan Rojas EchavarrÃ­a,"Monterrey, Necaxa",13.0,874.0,Left Wing Back,0.4897025171624714,100.0,48.46153846153845,98.00000000000001,65.57925734396323,53.53846153846154,60.762939021762556,76.29104934281405,True,False,True,True,Profundos | Presionantes | Protectores
27153,Javier Ignacio Aquino Carmona,Tigres UANL,35.0,3315.0,Right Back,0.8304675716440423,80.67307692307692,83.53846153846153,55.07692307692308,77.13136536665948,48.76923076923077,65.78651152768799,73.43614845938376,True,True,False,True,Profundos | Técnicos | Protectores
80765,JesÃºs Alan Vega Grijalva,Tijuana,9.0,634.0,Left Back,0.4479495268138801,76.63461538461539,75.38461538461539,85.53846153846153,37.88694965165554,68.69230769230768,50.2090928679164,72.75528011204483,True,True,True,False,Profundos | Técnicos | Presionantes
50461,Juan Manuel Sanabria Magole,AtlÃ©tico San Luis,36.0,3466.0,Left Wing Back,0.6941719561454126,77.5,73.6153846153846,79.49281487743028,55.758852258852265,40.69230769230769,49.732234432234435,71.17962524654833,True,True,True,False,Profundos | Técnicos | Presionantes
28562,Luis Alfonso RodrÃ­guez AlanÃ­s,Pachuca,16.0,1231.0,Right Back,1.0,68.75,81.15384615384616,69.58579881656806,63.285103785103786,44.76923076923077,55.87875457875458,70.06406452521838,False,True,False,False,Técnicos
62800,Edgar AndrÃ©s Guerra HernÃ¡ndez,LeÃ³n,11.0,976.0,Right Back,0.5440573770491803,78.84615384615384,47.99999999999999,90.61538461538463,67.2534654887596,71.07692307692307,68.78284852402498,69.93349278172808,True,False,True,True,Profundos | Presionantes | Protectores
28160,Ricardo ChÃ¡vez Soto,"AtlÃ©tico San Luis, Monterrey",30.0,2746.0,Right Back,0.5484340859431901,82.88461538461539,69.46153846153845,76.15384615384616,42.666092077856796,45.07692307692307,43.6304244774833,69.66070028011204,True,True,True,False,Profundos | Técnicos | Presionantes
5637,Edgar Yoel BÃ¡rcenas Herrera,MazatlÃ¡n,23.0,2132.0,Left Wing Back,0.2612570356472795,80.67307692307692,60.61538461538462,79.89856297548606,61.02808302808303,41.46153846153846,53.2014652014652,69.00654409692872,True,False,True,False,Profundos | Presionantes
45016,Francisco Contreras BÃ¡ez,Tijuana,7.0,474.0,Left Back,0.8670886075949367,71.92307692307692,55.92307692307691,95.23076923076924,52.72857861093154,60.53846153846153,55.85253178194354,68.5705063563887,False,False,True,False,Presionantes
69030,JesÃºs Ãngel Garza GarcÃ­a,Tigres UANL,15.0,1226.0,Left Back,0.7153344208809136,74.71153846153845,65.53846153846153,75.80726965342352,32.775335775335776,66.84615384615385,46.40366300366301,66.51718653141731,True,True,True,False,Profundos | Técnicos | Presionantes
415002,Dagoberto Espinoza Acosta,AmÃ©rica,11.0,880.0,Right Back,0.75,65.67307692307692,59.15384615384616,76.0,71.7331034978094,38.69230769230769,58.51678517560872,64.35143395819867,False,False,True,False,Presionantes
27900,Carlos Emilio OrrantÃ­a TreviÃ±o,"Atlas, Toluca",9.0,787.0,Right Wing Back,0.795425667090216,89.61538461538463,63.153846153846146,65.84615384615385,25.53400847518495,28.384615384615383,26.674251238957126,64.33485024779144,True,True,False,False,Profundos | Técnicos
23428,Cristian Alexis Borja GonzÃ¡lez,AmÃ©rica,22.0,1892.0,Left Back,0.7579281183932347,72.11538461538461,70.30769230769232,54.015215553677095,69.17643467643467,26.000000000000004,51.9058608058608,63.91113834883066,False,True,False,False,Técnicos
35856,Carlos Rodolfo Rotondi,Cruz Azul,38.0,3290.0,Left Wing Back,0.8650455927051671,78.75,64.99999999999999,60.15384615384615,32.457085398261874,45.846153846153854,37.81271277741867,62.71831178625297,True,True,False,False,Profundos | Técnicos
328562,Mateo ChÃ¡vez GarcÃ­a,Guadalajara,19.0,1683.0,Left Back,0.5317884729649436,66.25,48.61538461538461,79.96618765849536,39.85225885225885,77.07692307692307,54.742124542124536,61.40127782473937,False,False,True,False,Presionantes
26406,Jorge Eduardo SÃ¡nchez Ramos,Cruz Azul,32.0,2863.0,Right Wing Back,0.8651763884037723,74.71153846153847,53.92307692307692,57.21048182586645,68.74786324786325,33.53846153846154,54.66410256410256,60.96530149337842,True,False,False,False,Profundos
28510,Erick Germain Aguirre Tafolla,Monterrey,15.0,1086.0,Right Back,1.0,91.73076923076923,61.61538461538461,19.384615384615383,44.9457731810673,64.30769230769232,52.690540831717314,60.418877397112695,True,True,False,False,Profundos | Técnicos
28170,JesÃºs Alonso Escoboza Lugo,MazatlÃ¡n,10.0,733.0,Left Wing Back,0.7858117326057299,92.88461538461539,74.61538461538461,13.384615384615387,42.18559218559219,25.46153846153846,35.4959706959707,60.026117216117214,True,True,False,False,Profundos | Técnicos
28538,JosÃ© Ignacio Rivero Segade,Cruz Azul,29.0,2513.0,Right Wing Back,0.3247115001989654,73.46153846153847,45.92307692307692,82.46153846153848,33.316813905049194,41.15384615384616,36.45162680456798,59.59801766860591,True,False,True,False,Profundos | Presionantes
146650,Heriberto De Jesus Jurado Flores,Necaxa,12.0,857.0,Left Wing Back,0.5519253208868145,57.21153846153846,59.384615384615394,60.05071851225698,65.20757020757021,47.230769230769226,58.01684981684981,58.59235981966751,False,False,False,False,Balanceados
130977,Brian Alberto GarcÃ­a Carpizo,Toluca,21.0,1691.0,Right Back,0.7735068007096393,64.71153846153845,61.46153846153846,33.491124260355036,53.36874236874237,68.3076923076923,59.34432234432234,56.41901239785855,False,False,False,True,Protectores
43477,Bryan Colula AlarcÃ³n,MazatlÃ¡n,27.0,2267.0,Right Wing Back,0.639170710189678,48.46153846153846,69.3076923076923,43.26289095519865,61.98962148962149,56.38461538461539,59.747619047619054,55.93287123133277,False,True,False,True,Técnicos | Protectores
239906,Leonardo Flores,Atlas,6.0,526.0,Right Wing Back,0.5665399239543726,72.21153846153847,29.46153846153846,98.61538461538461,14.538533362062775,36.230769230769226,23.215427709545356,54.868085541909075,True,False,True,False,Profundos | Presionantes
28766,Luis Ricardo Reyes Moreno,"Atlas, Monterrey",21.0,1902.0,Left Back,0.8438485804416404,60.96153846153845,68.0,8.461538461538463,74.60676578323638,66.30769230769232,71.28713639301876,54.63819650937298,False,True,False,True,Técnicos | Protectores
34261,JesÃºs AndrÃ©s Rivas GutiÃ©rrez,"Puebla, Pumas UNAM",10.0,912.0,Right Wing Back,0.6864035087719298,47.40384615384615,51.23076923076922,70.46153846153847,33.14731020613374,71.84615384615384,48.62684766214178,53.40806184012065,False,False,False,False,Balanceados
377507,Pablo Alfonso Monroy Reyes,Pumas UNAM,13.0,1083.0,Right Back,0.6795937211449676,48.36538461538462,57.15384615384616,51.34404057480981,66.41269841269842,36.84615384615385,54.586080586080584,52.84179346294731,False,False,False,False,Balanceados
28419,Diego Armando Barbosa Zaragoza,"Tijuana, Toluca",19.0,1638.0,Right Back,0.7661782661782662,38.557692307692314,43.23076923076923,57.07692307692308,78.04567981038569,76.38461538461537,77.38125404007756,51.428173884938595,False,False,False,True,Protectores
30500,Kevin Nahin Ãlvarez Campos,AmÃ©rica,27.0,2374.0,Right Back,0.5623420387531592,65.38461538461539,34.30769230769231,66.15384615384615,39.742153271565044,41.23076923076923,40.33759965524672,51.20598146951089,False,False,False,False,Balanceados
77115,Jorge Alejandro RodrÃ­guez HernÃ¡ndez,Puebla,7.0,528.0,Left Wing Back,0.865530303030303,55.769230769230774,42.61538461538462,81.6923076923077,23.00007182360124,25.923076923076923,24.169273863391513,50.68770092652446,False,False,True,False,Presionantes
31750,Robert Ismael Ergas Moreno,Pumas UNAM,30.0,2694.0,Left Wing Back,0.7494432071269488,72.01923076923076,29.615384615384613,54.353338968723584,42.34126984126984,50.0,45.404761904761905,50.44200479008171,False,False,False,False,Balanceados
26258,Brayan Alexis Angulo LeÃ³n,Puebla,29.0,2696.0,Left Wing Back,0.5953264094955489,39.61538461538462,65.92307692307692,26.982248520710062,69.68742368742369,57.38461538461539,64.76630036630037,50.01124823894055,False,True,False,True,Técnicos | Protectores
139124,Kevin Duvan Ante Rosero,Necaxa,19.0,1562.0,Right Wing Back,0.7464788732394366,58.46153846153847,21.923076923076923,92.76923076923077,32.36658766070531,41.30769230769231,35.94302951950011,49.85783667313079,False,False,True,False,Presionantes
399978,Pablo NicolÃ¡s OrtÃ­z Orozco,QuerÃ©taro,7.0,540.0,Left Back,0.8166666666666667,35.769230769230774,52.46153846153845,67.69230769230771,26.393736981972275,78.07692307692308,47.0670114199526,49.42109459168283,False,False,False,False,Balanceados
412577,Emmanuel Ricardo EcheverrÃ­a Mata,"Santos Laguna, Tigres UANL",23.0,2108.0,Left Back,0.881404174573055,40.57692307692308,42.769230769230774,63.53846153846154,77.01860231271996,23.76923076923077,55.718853695324285,48.85530920060332,False,False,False,False,Balanceados
26312,Cristian Yonathan CalderÃ³n Del Real,AmÃ©rica,24.0,2040.0,Left Back,0.6397058823529411,49.51923076923077,41.53846153846154,42.028740490278956,65.5885225885226,65.3076923076923,65.47619047619048,48.818293885601584,False,False,False,True,Protectores
367199,RomÃ¡n Torres Acosta,"AtlÃ©tico San Luis, Necaxa",12.0,1116.0,Right Wing Back,0.5806451612903226,69.03846153846155,41.07692307692308,43.84615384615385,38.46153846153847,18.153846153846153,30.33846153846154,47.871538461538464,False,False,False,False,Balanceados
5576,JesÃºs Daniel Gallardo Vasconcelos,Toluca,37.0,3397.0,Left Back,0.7235796290844864,56.05769230769231,60.153846153846146,14.826711749788675,51.64346764346765,44.07692307692308,48.61684981684982,47.552173851789235,False,False,False,False,Balanceados
27955,Alan Mozo RodrÃ­guez,Guadalajara,23.0,2127.0,Right Back,0.6173013634226611,74.23076923076923,26.769230769230766,36.61538461538462,38.83717589599943,63.15384615384615,48.56384399913812,47.33584572290455,True,False,False,False,Profundos
27896,Gerardo Daniel Arteaga Zamora,Monterrey,34.0,3203.0,Left Back,0.9160162347798938,57.01923076923076,49.692307692307686,37.69230769230769,32.41183652948359,30.23076923076923,31.539409609997843,45.859804998922634,False,False,False,False,Balanceados
206302,Miguel Alejandro GÃ³mez Ortiz,Guadalajara,6.0,516.0,Right Back,0.7984496124031008,53.269230769230774,29.92307692307692,57.6923076923077,52.457085398261874,38.30769230769231,46.79732816203405,45.855619478560655,False,False,False,False,Balanceados
220794,Denzell Arturo GarcÃ­a Bojorquez,JuÃ¡rez,17.0,1654.0,Right Back,0.711608222490931,18.94230769230769,41.15384615384615,68.90955198647508,70.31379731379731,64.38461538461539,67.94212454212453,45.39918145956607,False,False,False,True,Protectores
30726,JosÃ© Javier Abella Fanjul,"JuÃ¡rez, Santos Laguna",28.0,2466.0,Right Back,0.8025141930251419,33.46153846153846,77.15384615384616,2.461538461538462,67.29871435753789,45.38461538461539,58.53307476836889,45.38353803059685,False,True,False,True,Técnicos | Protectores
275842,Aaron MejÃ­a Montoya,Tijuana,22.0,1877.0,Right Back,0.5775173148641449,35.67307692307693,27.076923076923073,74.92307692307693,52.68332974215327,56.769230769230774,54.31769015298427,44.67315341521224,False,False,True,False,Presionantes
36144,NicolÃ¡s AndrÃ©s DÃ­az Huincales,Tijuana,9.0,783.0,Left Back,0.8467432950191571,24.230769230769234,51.53846153846154,49.846153846153854,49.787402140343325,60.0,53.87244128420599,43.4744882568412,False,False,False,False,Balanceados
29516,Idekel Alberto DomÃ­nguez RodrÃ­guez,Atlas,9.0,678.0,Right Wing Back,0.6489675516224189,13.461538461538462,27.615384615384613,94.46153846153847,63.724053724053725,57.307692307692314,61.15750915750916,43.446886446886445,False,False,True,True,Presionantes | Protectores
28423,JesÃºs Alberto Angulo Uriarte,Tigres UANL,32.0,2996.0,Left Back,0.5871161548731643,20.769230769230766,65.15384615384615,26.17075232459848,46.995115995115995,79.0,59.797069597069594,42.97048746125669,False,True,False,True,Técnicos | Protectores
26350,Jaime GÃ³mez Valencia,QuerÃ©taro,12.0,976.0,Right Back,0.6465163934426229,16.057692307692307,61.23076923076922,40.76923076923077,65.94124829418948,35.15384615384615,53.626287438052145,42.065642102995035,False,False,False,False,Balanceados
28540,Omar Israel Mendoza MartÃ­n,QuerÃ©taro,22.0,1958.0,Right Back,0.8426966292134831,18.365384615384617,57.92307692307691,16.76923076923077,63.859800330388566,69.15384615384616,65.9774186597716,39.43586834733893,False,False,False,True,Protectores
25097,Gustavo Henrique Ferrareis,Puebla,24.0,2095.0,Right Wing Back,0.5031026252983294,32.78846153846154,35.76923076923077,35.53846153846154,57.598218774689364,38.38461538461539,49.91277741865977,37.657555483731954,False,False,False,False,Balanceados
48924,Bryan Alonso GonzÃ¡lez Olivan,Pachuca,33.0,3050.0,Left Back,1.0,33.17307692307693,32.53846153846154,27.912087912087916,57.75335775335775,56.38461538461539,57.20586080586081,36.73705128205128,False,False,False,False,Balanceados
28424,Edgar Zaldivar Valverde,Atlas,14.0,1009.0,Right Back,0.8959365708622399,21.73076923076923,45.92307692307693,25.384615384615387,65.76025281907634,40.92307692307692,55.82538246067657,36.538153415212236,False,False,False,False,Balanceados
26330,Vladimir Eduardo LoroÃ±a Aguilar,"Santos Laguna, Tigres UANL",6.0,542.0,Right Wing Back,0.4833948339483395,38.94230769230769,43.846153846153854,21.076923076923077,28.92767363355599,49.769230769230774,37.2642964878259,36.50478237448826,False,False,False,False,Balanceados
51031,JosÃ© Rivaldo Lozano Silva,Atlas,27.0,2183.0,Left Wing Back,0.5235913879981676,23.846153846153847,30.846153846153843,64.5984784446323,35.36874236874237,35.30769230769231,35.34432234432234,36.39625246548324,False,False,False,False,Balanceados
43327,JosÃ© David RamÃ­rez GarcÃ­a,LeÃ³n,12.0,996.0,Right Back,0.3614457831325301,41.34615384615385,38.84615384615385,24.923076923076927,29.108669108669112,46.53846153846154,36.08058608058609,36.25842490842491,False,False,False,False,Balanceados
27902,Manuel Alejandro Mayorga AlmarÃ¡z,"Necaxa, Tigres UANL",24.0,1965.0,Left Back,0.5872773536895675,19.423076923076927,37.84615384615385,46.00000000000001,39.24441571500395,46.53846153846154,42.162034044386985,34.81317603964663,False,False,False,False,Balanceados
330534,Ralph Orquin,JuÃ¡rez,35.0,2974.0,Left Back,0.851714862138534,25.57692307692308,37.15384615384615,22.769230769230774,63.72405372405373,42.84615384615385,55.372893772893775,34.44765567765568,False,False,False,False,Balanceados
362325,SebastiÃ¡n Santos Rosales,LeÃ³n,20.0,1695.0,Right Back,0.8926253687315634,33.75,10.230769230769232,64.3076923076923,23.724053724053725,69.0769230769231,41.86520146520147,34.42880952380953,False,False,False,False,Balanceados
