player_id,player_name,team_name,matches,minutes,primary_position,primary_position_share,Score_BoxToBox,Score_Desequilibrio,Score_Organizacion,Score_ContencionPresion,Score_Overall,Flag_BoxToBox,Flag_Desequilibrio,Flag_Organizacion,Flag_ContencionPresion,Flags
275441,Rodrigo LÃ³pez QuiÃ±ones,Pumas UNAM,11.0,771.0,Right Center Midfield,0.4422827496757457,76.68421052631578,72.36842105263156,77.78947368421053,56.60818713450293,71.65058479532163,True,True,True,False,Box to Box | Desequilibrantes | Organizadores
132486,Pavel Uriel PÃ©rez HernÃ¡ndez,"Guadalajara, Necaxa",12.0,865.0,Left Attacking Midfield,0.5988439306358382,77.92105263157895,67.36842105263158,56.868421052631575,88.71345029239765,71.65058479532163,True,True,False,True,Box to Box | Desequilibrantes | Contención/Presión
140320,Franco Misael FagÃºndez Rosa,Santos Laguna,7.0,599.0,Center Attacking Midfield,1.0,79.1578947368421,49.078947368421055,77.76315789473682,84.29824561403508,70.81359649122805,True,False,True,True,Box to Box | Organizadores | Contención/Presión
27855,Emanuel Reynoso,Tijuana,13.0,948.0,Right Center Midfield,0.3808016877637131,70.97368421052632,58.55263157894737,73.76315789473684,69.03508771929825,67.55701754385964,True,False,True,True,Box to Box | Organizadores | Contención/Presión
28517,VÃ­ctor Alfonso GuzmÃ¡n GuzmÃ¡n,Guadalajara,6.0,477.0,Center Attacking Midfield,0.6079664570230608,76.63157894736841,68.15789473684211,53.28947368421052,68.04093567251464,66.5358187134503,True,True,False,True,Box to Box | Desequilibrantes | Contención/Presión
28207,Francisco SebastiÃ¡n CÃ³rdova Reyes,Tigres UANL,19.0,1316.0,Center Attacking Midfield,0.2993920972644377,79.63157894736842,62.236842105263165,54.8421052631579,71.16959064327486,66.5233918128655,True,True,False,True,Box to Box | Desequilibrantes | Contención/Presión
101509,Piero Aldair Quispe CÃ³rdova,Pumas UNAM,22.0,1752.0,Left Center Midfield,0.7494292237442922,71.18421052631578,69.21052631578947,53.63157894736842,69.44444444444444,65.85599415204678,True,True,False,True,Box to Box | Desequilibrantes | Contención/Presión
45216,Facundo Federico Waller Martiarena,Puebla,16.0,1323.0,Left Center Midfield,0.4860166288737717,68.52631578947368,55.39473684210526,60.684210526315795,78.36257309941521,64.59356725146199,True,False,False,True,Box to Box | Contención/Presión
26369,Diego Alfonso ValdÃ©s Contreras,AmÃ©rica,9.0,652.0,Center Attacking Midfield,0.4110429447852761,63.8421052631579,59.868421052631575,83.55263157894737,45.19005847953216,63.84722222222222,False,False,True,False,Organizadores
26385,Jordi Cortizo de la Piedra,Monterrey,12.0,731.0,Center Attacking Midfield,0.3502051983584131,79.65789473684211,37.631578947368425,52.57894736842105,77.3391812865497,59.816520467836256,True,False,False,True,Box to Box | Contención/Presión
37747,Gustavo Javier Del Prete,"Atlas, MazatlÃ¡n",10.0,636.0,Right Attacking Midfield,0.2987421383647798,63.68421052631579,38.28947368421053,61.36842105263158,75.17543859649123,57.78508771929825,False,False,False,True,Contención/Presión
12021,Ãliver Torres MuÃ±oz,Monterrey,31.0,2299.0,Right Center Midfield,0.3479773814702044,40.63157894736842,61.71052631578948,75.28947368421053,48.07017543859649,57.10745614035088,False,True,True,False,Desequilibrantes | Organizadores
