player_id,player_name,team_name,matches,minutes,primary_position,primary_position_share,Score_BoxToBox,Score_Desequilibrio,Score_Organizacion,Score_ContencionPresion,Score_Overall,Flag_BoxToBox,Flag_Desequilibrio,Flag_Organizacion,Flag_ContencionPresion,Flags
436775,Ãngel JesÃºs Rico Reyes,Pumas UNAM,10.0,582.0,Right Center Midfield,0.7199312714776632,63.78947368421052,41.18421052631578,50.31578947368421,70.61403508771932,55.00438596491228,False,False,False,True,Contención/Presión
12607,David JosuÃ© ColmÃ¡n Escobar,"MazatlÃ¡n, QuerÃ©taro",15.0,951.0,Left Center Midfield,0.3817034700315457,56.526315789473685,60.6578947368421,60.44736842105263,36.98830409356725,54.83845029239767,False,False,False,False,Balanceados
135200,AlÃ¡n Ernesto Bautista GutiÃ©rrez,Pachuca,13.0,948.0,Center Attacking Midfield,0.5274261603375527,57.473684210526315,59.736842105263165,36.26315789473684,64.79532163742691,54.31432748538012,False,False,False,False,Balanceados
360095,Sergio AdriÃ¡n HernÃ¡ndez HernÃ¡ndez,Pachuca,9.0,538.0,Center Attacking Midfield,0.5594795539033457,66.52631578947368,64.73684210526315,19.710526315789473,65.2046783625731,54.02119883040936,True,True,False,False,Box to Box | Desequilibrantes
29586,Juan Francisco Brunetta,Tigres UANL,32.0,2770.0,Center Attacking Midfield,0.5155234657039711,47.6578947368421,62.5,65.10526315789474,33.9766081871345,53.736111111111114,False,True,True,False,Desequilibrantes | Organizadores
32022,JosÃ© Antonio Paradela,Necaxa,36.0,3234.0,Right Attacking Midfield,0.3883735312306741,38.23684210526316,60.78947368421053,56.210526315789465,38.9766081871345,49.64400584795322,False,False,False,False,Balanceados
5695,James David RodrÃ­guez Rubio,LeÃ³n,15.0,1315.0,Center Attacking Midfield,0.6524714828897339,24.36842105263158,61.05263157894738,85.0,18.596491228070175,49.377192982456144,False,True,True,False,Desequilibrantes | Organizadores
30457,Fernando BeltrÃ¡n Cruz,Guadalajara,23.0,1814.0,Right Center Midfield,0.3858875413450937,41.89473684210527,57.23684210526316,53.21052631578948,40.292397660818715,49.005847953216374,False,False,False,False,Balanceados
131316,RaÃºl Iram Castillo GonzÃ¡lez,Puebla,19.0,1257.0,Center Attacking Midfield,0.3389021479713603,49.94736842105263,42.89473684210526,49.21052631578947,56.08187134502924,48.87426900584795,False,False,False,False,Balanceados
29424,Mateo Klimowicz,AtlÃ©tico San Luis,9.0,567.0,Left Attacking Midfield,0.2522045855379188,59.44736842105263,53.02631578947369,21.394736842105264,59.54678362573098,48.02777777777778,False,False,False,False,Balanceados
23849,Francisco JosÃ© Villalba Rodrigo,Santos Laguna,17.0,1084.0,Center Attacking Midfield,0.470479704797048,21.263157894736842,54.53947368421053,73.8157894736842,33.9766081871345,46.92690058479533,False,False,True,False,Organizadores
28802,Kevin CastaÃ±eda Vargas,Tijuana,28.0,2124.0,Center Attacking Midfield,0.2966101694915254,34.13157894736842,70.52631578947367,47.1578947368421,26.432748538011694,46.76681286549707,False,True,False,False,Desequilibrantes
412677,Aldahir Perez,QuerÃ©taro,9.0,604.0,Left Center Midfield,0.5943708609271523,54.68421052631579,40.78947368421053,29.736842105263154,66.81286549707602,46.70467836257309,False,False,False,False,Balanceados
15872,Ãrick Gabriel GutiÃ©rrez Galaviz,Guadalajara,27.0,2395.0,Left Center Midfield,0.3862212943632568,40.68421052631579,46.71052631578948,53.368421052631575,44.941520467836256,46.514619883040936,False,False,False,False,Balanceados
29408,JesÃºs Ricardo Angulo Uriarte,Toluca,31.0,2169.0,Center Attacking Midfield,0.5421853388658368,39.921052631578945,38.1578947368421,67.71052631578948,32.33918128654971,44.82309941520468,False,False,True,False,Organizadores
401074,Iker Jareth Fimbres Ochoa,Monterrey,22.0,1804.0,Left Center Midfield,0.6236141906873615,43.39473684210527,48.94736842105264,42.81578947368421,38.24561403508772,43.88596491228071,False,False,False,False,Balanceados
28894,Lorenzo Abel Faravelli,Cruz Azul,32.0,2553.0,Left Center Midfield,0.2475518997258127,32.65789473684211,44.73684210526316,50.18421052631579,45.64327485380117,43.26023391812865,False,False,False,False,Balanceados
364984,Luciano Javier Cabral Melgarejo,LeÃ³n,13.0,1114.0,Center Attacking Midfield,0.5484739676840216,43.31578947368421,47.49999999999999,41.868421052631575,36.25730994152047,42.79751461988304,False,False,False,False,Balanceados
34347,Ãngel Jeremy MÃ¡rquez CastaÃ±eda,Atlas,32.0,2775.0,Left Center Midfield,0.2410810810810811,46.78947368421053,43.815789473684205,32.05263157894737,48.50877192982456,42.55701754385965,False,False,False,False,Balanceados
31431,Raymundo de JesÃºs Fulgencio RomÃ¡n,"Atlas, Tigres UANL",16.0,1261.0,Center Attacking Midfield,0.2363203806502775,33.21052631578947,32.76315789473684,62.60526315789474,35.23391812865497,40.829678362573105,False,False,True,False,Organizadores
29266,Dieter Daniel Villalpando PÃ©rez,JuÃ¡rez,25.0,1868.0,Center Attacking Midfield,0.7077087794432548,37.94736842105263,44.473684210526315,30.789473684210527,45.81871345029239,39.69005847953216,False,False,False,False,Balanceados
23754,Lucas RodrÃ­guez,QuerÃ©taro,23.0,1796.0,Right Center Midfield,0.1720489977728285,35.526315789473685,41.184210526315795,30.263157894736842,42.80701754385965,37.3640350877193,False,False,False,False,Balanceados
78288,John Kennedy Batista de Souza,Pachuca,15.0,1044.0,Center Attacking Midfield,0.75,39.263157894736835,51.71052631578948,8.052631578947366,37.45614035087719,34.83333333333333,False,False,False,False,Balanceados
131320,Luis Ronaldo NÃ¡jera Reyna,AtlÃ©tico San Luis,18.0,1235.0,Right Attacking Midfield,0.2882591093117408,44.94736842105262,33.28947368421053,19.815789473684212,42.690058479532155,34.715643274853804,False,False,False,False,Balanceados
34349,Alexis Hazael GutiÃ©rrez Torres,Cruz Azul,25.0,1897.0,Left Center Midfield,0.3136531365313653,24.157894736842106,36.9078947368421,48.28947368421053,22.105263157894736,33.60526315789473,False,False,False,False,Balanceados
46679,Rodrigo Manuel BogarÃ­n GimÃ©nez,QuerÃ©taro,8.0,625.0,Right Center Midfield,0.5008,23.71052631578947,10.263157894736842,33.184210526315795,34.21052631578948,24.144736842105267,False,False,False,False,Balanceados
