player_id,player_name,team_name,matches,minutes,primary_position,primary_position_share,Score_CompromisoDef,Score_Desequilibrio,Score_Finalizacion,Score_ZonaInfluencia,Score_Overall,Flag_CompromisoDef,Flag_Desequilibrio,Flag_Finalizacion,Flag_ZonaInfluencia,Flags,lane_bias_index,lane_influence_side,Lane_Profile
43554,IvÃ¡n Jared Moreno FÃ¼guemann,LeÃ³n,10.0,784.0,Right Wing,0.4438775510204081,59.57767722473605,60.75174825174825,40.8974358974359,73.33333333333334,56.44787810228986,False,False,False,True,Zona Influencia,-0.1134787585920638,Exterior,Exterior (Mixto)
37877,Ricardo SaÃºl Monreal Morales,Necaxa,7.0,471.0,Right Wing,0.5902335456475584,53.846153846153854,43.48776223776223,81.7948717948718,32.82051282051282,55.45148601398601,False,False,True,False,Finalización,-0.9999999721485134,Exterior,Exterior (Marcado)
4345,Lucas Ariel Ocampos,Monterrey,10.0,840.0,Left Wing,0.6928571428571428,65.15837104072398,38.59265734265734,73.84615384615384,39.61538461538461,54.63525812422871,True,False,True,False,Compromiso Def | Finalización,-0.9999999722818852,Exterior,Exterior (Marcado)
26385,Jordi Cortizo de la Piedra,"LeÃ³n, Monterrey",6.0,453.0,Right Wing,0.8609271523178808,80.54298642533936,67.22273710225518,20.0,49.1025641025641,53.0019398862418,True,True,False,False,Compromiso Def | Desequilibrio,-0.999999994395936,Exterior,Exterior (Marcado)
35719,CristiÃ¡n AndrÃ©s DÃ¡jome Arboleda,Santos Laguna,8.0,638.0,Right Midfield,0.5109717868338558,57.76772247360483,41.45814025332098,65.5128205128205,44.743589743589745,52.42927819876792,False,False,False,False,Balanceados,-0.9999999735616518,Exterior,Exterior (Marcado)
50271,Emiliano GÃ³mez Dutra,Puebla,12.0,1081.0,Left Wing,0.486586493987049,32.57918552036199,58.75582750582751,44.871794871794876,75.64102564102564,51.88806903880433,False,False,False,True,Zona Influencia,0.5442022299045811,Interior,Interior (Marcado)
6673,Sergio Canales Madrazo,Monterrey,18.0,1610.0,Right Wing,0.45527950310559,22.171945701357465,64.74358974358974,60.76923076923076,41.02564102564102,51.47926093514328,False,True,False,False,Desequilibrio,-0.9999999920305436,Exterior,Exterior (Marcado)
28174,Alan Medina Camacho,"Pumas UNAM, QuerÃ©taro",9.0,738.0,Right Wing,0.5501355013550135,70.88989441930619,28.266913809082485,60.51282051282052,48.84615384615385,49.55216794780934,True,False,False,False,Compromiso Def,0.2833103939527861,Interior,Interior (Moderado)
33300,NicolÃ¡s Castro,Toluca,21.0,1705.0,Left Wing,0.2604105571847507,38.91402714932127,54.4434731934732,45.641025641025635,55.51282051282051,48.857251816810646,False,False,False,False,Balanceados,0.6337184203431694,Interior,Interior (Marcado)
3016,Allan Saint-Maximin,AmÃ©rica,7.0,548.0,Left Wing,0.4653284671532847,32.42835595776772,69.31818181818181,37.948717948717956,38.46153846153846,47.90088098176333,False,True,False,False,Desequilibrio,-0.999999997184613,Exterior,Exterior (Marcado)
389205,Ramiro Ãrciga ZÃ¡rate,Tijuana,18.0,1339.0,Right Midfield,0.4996265870052278,41.77978883861237,54.98251748251749,26.794871794871792,80.25641025641025,47.67676196352666,False,False,False,True,Zona Influencia,-0.2569394386244302,Exterior,Exterior (Moderado)
51767,Ramiro Sordo,Santos Laguna,12.0,964.0,Left Midfield,0.3506224066390041,34.23831070889894,50.48805361305361,49.48717948717948,54.74358974358974,47.57617321404086,False,False,False,False,Balanceados,-0.9999999845135014,Exterior,Exterior (Marcado)
5985,JesÃºs Manuel Corona RuÃ­z,Monterrey,15.0,983.0,Left Wing,0.3997965412004069,54.14781297134238,41.914335664335674,60.51282051282052,18.205128205128204,46.38419546140135,False,False,False,False,Balanceados,-0.568246506355652,Exterior,Exterior (Marcado)
5644,Ismael DÃ­az De LeÃ³n,LeÃ³n,9.0,712.0,Left Wing,0.6460674157303371,29.260935143288084,34.833916083916094,90.0,8.846153846153847,46.37098073495133,False,False,True,False,Finalización,-0.93710953028183,Exterior,Exterior (Marcado)
147337,JesÃºs Daniel HernÃ¡ndez Casiano,MazatlÃ¡n,8.0,579.0,Right Wing,0.2711571675302245,76.62141779788838,47.15909090909091,14.87179487179487,63.076923076923066,45.75304230083641,True,False,False,False,Compromiso Def,-0.9999999872077592,Exterior,Exterior (Marcado)
44747,Adonis Stalin Preciado Quintero,Tijuana,10.0,840.0,Left Wing,0.4,45.09803921568627,36.43648018648018,71.15384615384616,14.871794871794869,45.349298985328396,False,False,True,False,Finalización,-0.0295471072841618,Exterior,Exterior (Mixto)
23754,Lucas RodrÃ­guez,QuerÃ©taro,14.0,1182.0,Left Midfield,0.2774957698815566,50.2262443438914,49.82517482517483,26.66666666666667,59.74358974358974,44.44559851912793,False,False,False,False,Balanceados,-0.6866134487229297,Exterior,Exterior (Marcado)
34373,Jonathan Ezequiel Perlaza Leiva,QuerÃ©taro,7.0,521.0,Left Midfield,0.5067178502879078,17.94871794871795,54.705710955710956,29.61538461538462,76.02564102564101,43.02520396270396,False,False,False,True,Zona Influencia,-0.999999996106433,Exterior,Exterior (Marcado)
146649,Jorge Ruvalcaba,Pumas UNAM,16.0,1446.0,Left Wing,0.7040110650069157,43.74057315233785,31.373834498834505,61.53846153846153,32.05128205128205,42.99818747429041,False,False,False,False,Balanceados,0.9999999605008436,Interior,Interior (Marcado)
133777,Diego Luis GonzÃ¡lez AlcarÃ¡z,Atlas,17.0,1476.0,Right Wing,0.5250677506775068,38.914027149321264,38.913170163170165,48.84615384615385,38.84615384615384,41.883184217743036,False,False,False,False,Balanceados,-0.9999999699410944,Exterior,Exterior (Marcado)
27761,Domingo Felipe Blanco,Tijuana,9.0,640.0,Left Midfield,0.5171875,59.72850678733032,35.83916083916084,19.487179487179485,66.53846153846153,40.31633072809544,False,False,False,False,Balanceados,-0.981965479268148,Exterior,Exterior (Marcado)
44850,Jhojan Esmaides  Julio Palacios,QuerÃ©taro,7.0,503.0,Left Midfield,0.2644135188866799,73.1523378582202,18.721037998146432,37.05128205128206,45.89743589743589,39.18283087099529,True,False,False,False,Compromiso Def,-0.9999999906658272,Exterior,Exterior (Marcado)
5628,JosÃ© Luis RodrÃ­guez Francis,JuÃ¡rez,18.0,1572.0,Left Midfield,0.3606870229007634,28.506787330316744,61.72785547785547,16.153846153846153,43.33333333333333,38.652260729466605,False,False,False,False,Balanceados,-0.9999999902824404,Exterior,Exterior (Marcado)
62800,Edgar AndrÃ©s Guerra HernÃ¡ndez,Puebla,8.0,674.0,Right Wing,0.5652818991097923,56.25942684766215,42.97785547785548,22.435897435897438,36.28205128205128,38.46721170985877,False,False,False,False,Balanceados,-0.9999999424406524,Exterior,Exterior (Marcado)
400659,Alexei DomÃ­nguez Figueroa,Pachuca,7.0,468.0,Right Wing,0.8504273504273504,66.66666666666667,39.944392956441156,24.615384615384617,21.538461538461533,37.92925548347236,True,False,False,False,Compromiso Def,-0.9999999843104566,Exterior,Exterior (Marcado)
35953,BenjamÃ­n Ignacio Galdames MillÃ¡n,AtlÃ©tico San Luis,11.0,924.0,Right Wing,0.382034632034632,40.57315233785822,26.81495211615693,56.410256410256416,17.179487179487175,36.99986370822656,False,False,False,False,Balanceados,-0.9999999766670732,Exterior,Exterior (Marcado)
275585,Miguel Alonso GarcÃ­a Ãlvarez,AtlÃ©tico San Luis,12.0,892.0,Left Wing,0.4349775784753363,51.88536953242836,35.13986013986014,24.230769230769226,41.28205128205128,36.13756341697518,False,False,False,False,Balanceados,0.3445680989038382,Interior,Interior (Moderado)
132043,Kevin Alexander Palacios Salazar,Santos Laguna,10.0,790.0,Left Wing,0.4341772151898734,41.327300150829565,28.496503496503493,50.8974358974359,15.641025641025639,35.85462086932675,False,False,False,False,Balanceados,-0.4336324328163319,Exterior,Exterior (Marcado)
42481,Madson de Souza Silva,JuÃ¡rez,15.0,1104.0,Right Midfield,0.3804347826086957,31.975867269984917,28.977448254556684,48.33333333333333,15.0,33.28728034309182,False,False,False,False,Balanceados,0.5895894111771559,Interior,Interior (Marcado)
