player_id,match_id,season,minutes,starter,position_match,team,player_name,primary_position
4418,4004179,2025_2026,94,True,Center Back,Atlas,Matheus Dória Macedo,Center Back
438466,4004179,2025_2026,94,True,Left Defensive Midfield,Atlas,Paulo Ramírez Barboza,Left Defensive Midfield
56516,4004179,2025_2026,94,True,Right Wing Back,Toluca,Santiago Simón,Right Back
5576,4004179,2025_2026,90,True,Left Wing Back,Toluca,Jesús Daniel Gallardo Vasconcelos,Left Back
26317,4004179,2025_2026,94,True,Left Center Back,Atlas,Adrián Mora Barraza,Left Center Back
26324,4004179,2025_2026,94,True,Right Defensive Midfield,Atlas,Aldo Paul Rocha González,Right Defensive Midfield
37592,4004179,2025_2026,94,True,Goalkeeper,Toluca,Luis Manuel García Palomera,Goalkeeper
26329,4004179,2025_2026,90,True,Left Defensive Midfield,Toluca,Marcel Alejandro Ruiz Suárez,Left Defensive Midfield
27225,4004179,2025_2026,94,True,Goalkeeper,Atlas,Camilo Andrés Vargas Gil,Goalkeeper
29408,4004179,2025_2026,94,True,Right Attacking Midfield,Toluca,Jesús Ricardo Angulo Uriarte,Right Wing
18784,4004179,2025_2026,94,True,Center Forward,Toluca,João Paulo Dias Fernandes,Center Forward
37360,4004179,2025_2026,94,True,Center Back,Toluca,Andrés Federico Pereira Castelnoble,Left Center Back
228470,4004179,2025_2026,64,True,Left Center Back,Toluca,Everardo López,Left Center Back
75131,4004179,2025_2026,94,True,Right Center Back,Atlas,Gaddi Axel Aguirre Ledesma,Right Center Back
399874,4004100,2025_2026,95,True,Left Defensive Midfield,Pachuca,Elías Enrique Montiel Ávalos,Right Defensive Midfield
23428,4004100,2025_2026,95,True,Left Back,América,Cristian Alexis Borja González,Left Back
26256,4004100,2025_2026,95,True,Left Center Back,América,Igor Lichnovsky Osorio,Left Center Back
30736,4004100,2025_2026,59,True,Left Midfield,América,Paul Brian Rodríguez Bravo,Left Wing
400659,4004100,2025_2026,45,True,Right Wing,Pachuca,Alexei Domínguez Figueroa,Right Wing
34581,4004100,2025_2026,95,True,Left Center Back,Pachuca,Sergio Damián Barreto,Left Center Back
415002,4004100,2025_2026,95,True,Right Back,América,Dagoberto Espinoza Acosta,Right Back
130977,4004100,2025_2026,88,True,Right Back,Pachuca,Brian Alberto García Carpizo,Right Back
43555,4004100,2025_2026,78,True,Right Defensive Midfield,América,Erick Daniel Sánchez Ocegueda,Right Defensive Midfield
8357,4004100,2025_2026,60,True,Left Wing,Pachuca,Oussama Idrissi,Left Wing
122925,4004100,2025_2026,95,True,Right Center Back,Pachuca,Eduardo Gabriel dos Santos Bauermann,Right Center Back
38338,4004100,2025_2026,95,True,Goalkeeper,Pachuca,Carlos Agustín Moreno Luna,Goalkeeper
52290,4004100,2025_2026,95,True,Left Back,Pachuca,Daniel Alonso Aceves Patiño,Left Back
33098,4004100,2025_2026,95,True,Goalkeeper,América,Luis Ángel Malagón Velázquez,Goalkeeper
26332,4004100,2025_2026,74,True,Center Attacking Midfield,Pachuca,Luis Enrique Quiñónes,Center Attacking Midfield
5214,4004100,2025_2026,59,True,Right Defensive Midfield,Pachuca,William Silva de Carvalho,Left Defensive Midfield
