player_id,match_id,season,minutes,starter,position_match,team,player_name,primary_position
28160,3939904,2024_2025,95,True,Right Back,Atlético San Luis,Ricardo Chávez Soto,Right Back
29702,3939904,2024_2025,86,True,Center Forward,Atlético San Luis,Franck Boli,Center Forward
275853,3939904,2024_2025,86,True,Right Center Back,Atlético San Luis,Daniel Moisés Guillén Moreno,Right Center Back
32917,3939904,2024_2025,95,True,Goalkeeper,Santos Laguna,Carlos Acevedo López,Goalkeeper
26774,3939904,2024_2025,95,True,Right Defensive Midfield,Atlético San Luis,Rodrigo Dourado Cunha,Right Defensive Midfield
7578,3939904,2024_2025,95,True,Center Forward,Santos Laguna,Anthony Rubén Lozano Colón,Center Forward
50461,3939904,2024_2025,95,True,Left Wing,Atlético San Luis,Juan Manuel Sanabria Magole,Left Wing Back
412577,3939904,2024_2025,95,True,Left Back,Santos Laguna,Emmanuel Ricardo Echeverría Mata,Left Back
43557,3939904,2024_2025,95,True,Left Center Midfield,Santos Laguna,Santiago Naveda Lara,Left Defensive Midfield
23849,3939904,2024_2025,68,True,Left Midfield,Santos Laguna,Francisco José Villalba Rodrigo,Center Attacking Midfield
159151,3939904,2024_2025,95,True,Right Center Back,Santos Laguna,Santiago Núñez,Right Center Back
131123,3939904,2024_2025,95,True,Goalkeeper,Atlético San Luis,Andrés Eduardo Sánchez Rodríguez,Goalkeeper
51767,3939904,2024_2025,86,True,Right Midfield,Santos Laguna,Ramiro Sordo,Left Wing
31050,3939904,2024_2025,92,True,Left Defensive Midfield,Atlético San Luis,Óscar Uriel Macías Mora,Left Defensive Midfield
31312,3939904,2024_2025,95,True,Left Back,Atlético San Luis,Aldo Jafid Cruz Sánchez,Left Center Back
359504,3939904,2024_2025,95,True,Left Center Back,Atlético San Luis,Eduardo Águila Castro,Center Back
37591,3939904,2024_2025,95,True,Right Back,Santos Laguna,Aldo López Vargas,Right Defensive Midfield
359908,3939904,2024_2025,86,True,Right Center Midfield,Santos Laguna,Luis Eduardo Gutiérrez Castellanos,Right Defensive Midfield
5738,3939904,2024_2025,95,True,Left Center Back,Santos Laguna,Anderson Santamaría Bardales,Left Center Back
45685,3939904,2024_2025,78,True,Center Attacking Midfield,Atlético San Luis,Sébastien Antoine Luc Salles Lamonge,Left Wing
131320,3939904,2024_2025,78,True,Right Wing,Atlético San Luis,Luis Ronaldo Nájera Reyna,Right Attacking Midfield
99579,3939904,2024_2025,68,True,Center Defensive Midfield,Santos Laguna,Salvador Mariscal,Right Defensive Midfield
